Discriminator, 0.6346911787986755, 0.46875
Discriminator, 2.672968864440918, 0.78125
Discriminator, 1.648280143737793, 0.78125
Discriminator, 0.3431062698364258, 0.9375
Discriminator, 0.15396398305892944, 0.9375
Discriminator, 0.0970911830663681, 0.96875
Discriminator, 0.14402905106544495, 0.9375
Discriminator, 0.09214284271001816, 0.96875
Discriminator, 0.06719066202640533, 1.0
Discriminator, 0.08532021939754486, 1.0
Discriminator, 0.12859441339969635, 1.0
Discriminator, 0.48868492245674133, 0.65625
Discriminator, 0.08313272893428802, 1.0
Discriminator, 0.06793980300426483, 0.96875
Discriminator, 0.04509516432881355, 1.0
Discriminator, 0.011898308992385864, 1.0
Discriminator, 0.09192049503326416, 1.0
Discriminator, 0.0017436519265174866, 1.0
Discriminator, 0.006800217553973198, 1.0
Discriminator, 0.2276519238948822, 0.9375
Discriminator, 0.34010225534439087, 0.9375
Discriminator, 0.27751824259757996, 0.90625
Discriminator, 0.000738438218832016, 1.0
Discriminator, 0.18688340485095978, 0.96875
Discriminator, 0.0807761698961258, 0.96875
Discriminator, 0.3594440221786499, 0.9375
Discriminator, 0.11782325059175491, 0.96875
Discriminator, 0.0073226094245910645, 1.0
Discriminator, 0.20702014863491058, 0.9375
Discriminator, 0.15321378409862518, 0.96875
Discriminator, 0.13810555636882782, 0.96875
